Node1	Node2	PMID
rs2070673	idarubicin	22584460
rs104894021	disopyramide	16842817
rs104894021	quinidine	16842817
rs10916852	gemcitabine	22838950
rs2230345	Antihypertensives	18425130;21127457
rs2230345	hydrochlorothiazide	21127457
rs2230345	trandolapril	21127457
rs2230345	verapamil	21127457
rs12054895	escitalopram	23377640
rs12054895	citalopram	23377640
clobazam	rs2298771	21747585;23859570;25155934;28753467
clobazam	rs1057868	24345815
rs2302489	adalimumab	26453102
rs2302489	certolizumab pegol	26453102
rs2302489	etanercept	26453102
rs2302489	methotrexate	26453102
rs2302489	glucocorticoids	26453102
rs2302489	infliximab	26453102
rs61908407	duloxetine	29407288
rs1927911	acetaminophen	24851022
rs10209881	fluorouracil	21635146
rs10209881	cisplatin	21635146
rs10209881	mitoxantrone	21635146
rs2075507	morphine	19094200
tezacaftor	rs75527207	28930490
tezacaftor	rs113993960	28930490;29099333;29099344;30334692
flupenthixol	rs230504	27992301
flupenthixol	rs230493	27992301
flupenthixol	rs3774959	27992301
cannabinoids	rs324420	17290447
cannabinoids	rs7438135	36292717
cannabinoids	rs1799971	11840318;26392368;29881439;31246565;33402148
cannabinoids	rs1045642	36292717
cannabinoids	rs9829896	26202629
cannabinoids	rs8065080	36292717
rs10835210	methadone	23651024
rs2251954	bupropion	22041458
rs2023239	opioids	33589790
rs4688040	carbamazepine	23252947
rs4341	Thiazides, plain	19247266
rs4341	pravastatin	16103896
rs4132670	hydrochlorothiazide	24128935
rs3778504	gemcitabine	22838950
carbamazepine	rs3738046	25495409
carbamazepine	rs4148386	23252947
carbamazepine	rs9332120	28343093
carbamazepine	rs762551	26762380
carbamazepine	rs2606345	21121773;26951882
carbamazepine	rs1065852	28343093
carbamazepine	rs3892097	28343093
carbamazepine	rs2461817	23252947
carbamazepine	rs3814055	23252947
carbamazepine	rs4688040	23252947
carbamazepine	rs7643645	23252947
carbamazepine	rs28365063	23252947
carbamazepine	rs2290732	22591328
carbamazepine	rs506770	16538175
carbamazepine	rs750332	16538176
carbamazepine	rs1043620	16538175
carbamazepine	rs1633021	21149285
carbamazepine	rs1800629	11294926
carbamazepine	rs2227956	16538175
carbamazepine	rs2844665	21801394
carbamazepine	rs2848716	16538176
carbamazepine	rs2894342	16538176
carbamazepine	rs3094188	21801394
carbamazepine	rs3130501	21801394
carbamazepine	rs3130690	16538176
carbamazepine	rs3130931	21801394
carbamazepine	rs3815087	21801394
carbamazepine	rs3869066	26490229
carbamazepine	rs9469003	21801394
carbamazepine	rs2687116	28343093
carbamazepine	rs2740574	23252947;28343093
carbamazepine	rs4148739	23252947
carbamazepine	rs4148740	23252947
carbamazepine	rs192543598	31066027
carbamazepine	rs187926838	31066027
rs7931459	ethanol	
rs77370934	Ace Inhibitors, Plain	28030426
rs41291556	mephenytoin	10411572;21325430
rs41291556	tolbutamide	10411572;21325430
goserelin	rs4149056	27234217
perindopril	rs12050217	20712529;27021566
perindopril	rs1799752	11007831;11699055;15788353
perindopril	rs5182	20712529;27021566
perindopril	rs5186	8952600
perindopril	rs275651	20712529;27021566
perindopril	rs2295490	27793583
rs1042640	atazanavir	25151207
rs1042640	acetaminophen	23408116
rs1042640	ritonavir	25151207
2-oxo-clopidogrel	rs778068631	23275066
rs2831440	antidepressants	27091189
rs8016905	Ace Inhibitors, Plain	21832968
rs2449598	anastrozole	32701512
rs2038067	cisplatin	32285752
rs5009910	fluorouracil	21635146
rs5009910	cisplatin	21635146
rs5009910	mitoxantrone	21635146
penicillin g	rs115200108	34061827
rs17495520	salbutamol	23508266
rs1110470	pitrakinra	22541248
rs1155463	gemcitabine	24225399
S-EDDP	rs8192709	28184434
S-EDDP	rs7439366	17178267
S-EDDP	rs1045642	18460585
S-EDDP	rs1128503	18460585
antiarrhythmics, class i and iii	rs10033464	22726630
rs1529461	antipsychotics	25209194
rs2853539	methotrexate	19902562
rs104894827	migalastat	30723321
rs15524	sirolimus	34523354
rs15524	tacrolimus	21047202;29454235
rs15524	opioids	36744646
rs13058338	cyclophosphamide	25823784
rs13058338	idarubicin	16330681;25823784;26799497;28485375;28763429
rs13058338	prednisolone	25823784
rs13058338	vincristine	25823784
rs16860087	antipsychotics	26780210
rs9819548	duloxetine	29407288
esomeprazole	rs1059513	31490856
serotonin	rs696692	26903268
serotonin	rs11947402	26903268
serotonin	rs1799836	36613935
rs329007	fluorouracil	25069475
rs329007	bevacizumab	25069475
rs329007	irinotecan	25069475
rs329007	leucovorin	25069475
didanosine	rs11191561	23315321
didanosine	rs11598702	23315321
didanosine	rs1429376	23315321
didanosine	rs1594160	23315321
rs1000940	aripiprazole	28694205
rs1000940	amisulpride	28694205
rs1000940	paliperidone	28694205
rs1000940	clozapine	28694205
rs1000940	glucose	28694205
rs1000940	lithium	28694205
rs1000940	mirtazapine	28694205
rs1000940	olanzapine	28694205
rs1000940	quetiapine	28694205
rs1000940	risperidone	28694205
rs1000940	valproic acid	28694205
rs1105525	methotrexate	19861437
rs11045873	rosuvastatin	30100615
antithrombotic agents	rs6025	36710196
antithrombotic agents	rs1799963	36710196
buprenorphine	rs1045280	30549211
buprenorphine	rs740603	27983768
buprenorphine	rs7438135	19841060
buprenorphine	rs7662029	35697190
buprenorphine	rs4732636	27983768
buprenorphine	rs351776	27983768
buprenorphine	rs62368105	34488071
buprenorphine	rs6973474	34488071
buprenorphine	rs756770	34488071
buprenorphine	rs7205113	34488071
buprenorphine	rs13169373	34488071
buprenorphine	rs11782370	34488071
rs3749442	cannabidiol	34464454
rs3749442	glyburide	27403931
rs1247117	vincristine	38693155
rs1931704	peginterferon alfa-2b	19749758
rs1931704	ribavirin	19749758
rs11541076	Tumor necrosis factor alpha (TNF-alpha) inhibitors	27698401
rs2745761	irinotecan	22664479
rs2276338	infliximab	36621146
rs1042136	aspirin	25372592
rs1560661	platinum	24220096
rs2868177	bupropion	26580670;27439448
rs4411591	Tumor necrosis factor alpha (TNF-alpha) inhibitors	23233654
rs13137622	methotrexate	29791011
rs10007051	duloxetine	29407288
rs2499984	lithium	21961650
rs1570360	cetuximab	26615857
rs1570360	bevacizumab	21844885
rs1570360	cyclophosphamide	25111199
rs1570360	docetaxel	24061601;25111199
rs1570360	irinotecan	21844885
rs1570360	sildenafil	23007311
rs1570360	sorafenib	26830973
rs10197559	methotrexate	25084201
rs12721226	losartan	20436376
Platelet aggregation inhibitors excl. heparin	rs2768759	34075782
Platelet aggregation inhibitors excl. heparin	rs12041331	34075782
rs11543791	raloxifene	27546373
nedocromil	rs37973	21991891
rs14240	antipsychotics	24018103
rs12209447	cotinine	23223006
rs12209447	nicotine	23223006
rs10012	risperidone	28696411
rs11064426	atenolol	20235788
rs9514091	anthracyclines and related substances	21900104;23441093
rs1344706	antipsychotics	21892778
rs184199168	o-desmethyltramadol	30971809
rs184199168	tramadol	30971809
rs2854744	fluorouracil	20860465
rs4344	ramipril	17885551
rs11080344	rifampin	22341855;29036176
rs4149570	Tumor necrosis factor alpha (TNF-alpha) inhibitors	24776844
rs5182	Ace Inhibitors, Plain	18347611
rs5182	perindopril	20712529;27021566
rs1928040	Selective serotonin reuptake inhibitors	19937159
rs558364281	6-hydroxy s-warfarin	36210801
rs558364281	6-hydroxy r-warfarin	36210801
rs28404156	Beta blocking agents, selective	31423876
rs2239347	pitrakinra	22541248
rs34130495	fenoterol	28791698
rs34130495	Antiemetics And Antinauseants	20921968
rs34130495	cycloguanil	29882324
rs34130495	o-desmethyltramadol	27541716
rs34130495	ranitidine	29236753
rs34130495	sumatriptan	26659468
rs34130495	tramadol	21562485;27541716
rs4292	aspirin	18727619
rs12444979	antipsychotics	27741037
rs1534891	heroin	18518925;25521358
rs9304742	adalimumab	29192552
rs9304742	Tumor necrosis factor alpha (TNF-alpha) inhibitors	27670765
rs9304742	ustekinumab	27977334
rs9304742	etanercept	28470127
rs9304742	infliximab	29192552
rs3826041	warfarin	27740732
rs11227247	gefitinib	31664190
rs2515641	gemtuzumab ozogamicin	22584460
rs2515641	acetaminophen	32149563
rs2515641	cytarabine	22584460
rs2515641	fludarabine	22584460
rs2515641	idarubicin	22584460
rs2515641	risperidone	28696411
rs188052243	fluorouracil	24648345;29769267
rs9679319	ethanol	32451486
rs1800497	aripiprazole	18855532;18926547
rs1800497	nemonapride	10823405;10862524
rs1800497	clozapine	20714340
rs1800497	disulfiram	23635803
rs1800497	naltrexone	33236485
rs1800497	quetiapine	23859574
rs1800497	valproic acid	25740917
rs758649719	fluorouracil	29327356
rs4674470	asparaginase	30479191
rs4674470	cyclophosphamide	30479191
rs4674470	cytarabine	30479191
rs4674470	daunorubicin	30479191
rs4674470	hydrocortisone	30479191
rs4674470	methotrexate	30479191
rs4674470	prednisone	30479191
rs4674470	vincristine	30479191
rs405509	Selective serotonin reuptake inhibitors	32795354
rs2532560	antidepressants	27091189
rs7438135	cannabinoids	36292717
rs7438135	buprenorphine	19841060
rs7438135	methadone	22676193
rs7438135	mycophenolate mofetil	24681964
rs2886059	methylphenidate	29382897
rs3894049	mycophenolic acid	28244807
rs3894049	cyclosporine	28244807
rs3894049	prednisone	28244807
rs4880	antiinflammatory and antirheumatic products, non-steroids	17400324
rs4880	antiepileptics	17400324
rs4880	Analgesics and anesthetics	17400324
rs4880	Antibiotics	17400324
rs4880	Antifungals For Systemic Use	17400324
rs4880	Antimycobacterials	17400324
rs4880	Antithyroid Preparations	17400324
rs4880	Drugs For Treatment Of Tuberculosis	17400324
rs4880	bilirubin	35658244
rs4880	asparaginase	27019981;35658244
rs4880	cyclophosphamide	19509150;33356548
rs4880	docetaxel	33356548
rs4880	methotrexate	25330300
rs4880	paclitaxel	25495407
rs4880	valproic acid	25372290
rs11587213	aspirin	18534082;18595682
rs2916205	Tumor necrosis factor alpha (TNF-alpha) inhibitors	27670765
rs130060	ketanserin	10208648
rs130060	dihydroergotamine	10208648
rs130060	methysergide	10208648
rs130060	sumatriptan	10208648;11037806
rs13429709	clozapine	24624910
rs13429709	olanzapine	24624910
Other general anesthetics	rs2231142	30136624
Other general anesthetics	rs1799971	30136624
rs76026520	hydrocodone	35102242
rs76026520	oxycodone	35102242
rs2815752	metformin	22179955
rs4437856	duloxetine	29407288
rs2066844	cyclosporine	26107754
rs2066844	tacrolimus	23175667;26107754
rs2274808	methotrexate	22450926
rs5224	glyburide	27403931
rs1568885	Tumor necrosis factor alpha (TNF-alpha) inhibitors	23233654
rs2647087	azathioprine	25217962
rs2647087	mercaptopurine	25217962
rs8103142	peginterferon alfa-2a	19684573;19749757;23281610
rs8103142	peginterferon alfa-2b	19684573;22328925;23281610
rs8103142	ribavirin	19684573;19749757;22328925;23281610
rs177852	hydrochlorothiazide	27802415
rs11853372	ara-CTP	30088438
rs174699	morphine	19094200
rs77769901	fluorouracil	29593529
rs77769901	cyclophosphamide	29593529
rs77769901	epirubicin	29593529
rs11819745	aspirin	25372592
pyrazinamide	rs4149032	21709081
pyrazinamide	rs1053023	25789467
pyrazinamide	rs1800629	22151084;29036176
pyrazinamide	rs1045642	19686464
pyrazinamide	rs1041983	18421452;22506592
pyrazinamide	rs1801280	18421452
varenicline	rs4292956	21606948
varenicline	rs2302764	21606948
varenicline	CYP2A6 extensive metabolizer	25588294
varenicline	rs503464	29196725
varenicline	rs7164594	22048466
varenicline	rs8109525	31402421
rs3819811	olanzapine	22920393
nalidixic acid	G6PD deficiency	4190560;5077447
rs2368564	muraglitazar	18794727
granisetron	rs10494366	21663814
granisetron	rs3212986	29177570
rs10474433	atorvastatin	20031582
rs7728773	sofosbuvir	34843922
rs7728773	daclatasvir	34843922
rs1135840	aripiprazole	33586456
rs1135840	atomoxetine	36169235
rs1135840	desethyl hydroxychloroquine	26316040
rs1135840	methylphenidate	36169235
rs10995	hydrochlorothiazide	28115488
rs2973049	paroxetine	24577123
rs2276706	repaglinide	23807564
rs3762555	methadone	31866536
rs12132152	FOLFOX	33305610
rs55881666	duloxetine	29407288
rs16889462	repaglinide	20809084
rs1868089	sorafenib	35484400
rs7179742	aspirin	20513247
rs2965667	Antiinflammatory agents, non-steroids	25781442;29425227
rs12772169	warfarin	28686080
rs8187692	rosuvastatin	30100615
rs7447381	methotrexate	36708065
rs12995526	pemetrexed	25823786
rs13135092	ethanol	32451486
rs3091244	fenofibrate	18285551
lonafarnib	rs11623866	26033044
rs2392165	budesonide	31557306
rs4655226	difluorodeoxyuridine	22838949
rs4655226	gemcitabine	22838949
ethinyl estradiol / norelgestromin	rs1801131	
ethinyl estradiol / norelgestromin	rs1801133	
ethinyl estradiol / norelgestromin	rs1799963	
rs2631370	sunitinib	28117434
rs696692	escitalopram	26903268
rs696692	serotonin	26903268
rs696692	citalopram	26903268
rs9349256	tenofovir	21628669
rs1876831	fluticasone propionate	22370858
rs199670311	fentanyl	29207912
rs199670311	remifentanil	29207912
rs4809957	aspirin	24367646
rs2243057	dexamethasone	28628558
rs113993960	latonduine a	27193581
rs113993960	corr-4a	27214033
rs113993960	tezacaftor	28930490;29099333;29099344;30334692
rs113993960	ivacaftor / tezacaftor	28930490;29099333;29099344
rs113993960	elexacaftor	30334692
rs113993960	elexacaftor / tezacaftor / ivacaftor	
rs113993960	cysteamine	27035618
rs1381376	ethanol	16476706
rs6432512	radiotherapy	24974847
rs1760944	fluorouracil	32461665
rs1760944	radiotherapy	32461665
rs1760944	cisplatin	32461665
rs7958904	Platinum compounds	26729200
rs12346562	atenolol	26425837
rs12346562	bisoprolol	26425837
rs12346562	hydrochlorothiazide	26425837
rs1062033	hmg coa reductase inhibitors	26463708
rs1062033	hdl cholesterol	26463708
rs1062033	letrozole	26463708
rs12418	docetaxel	20038957
rs12418	thalidomide	20038957
asciminib	rs121913459	
sulfadoxine	rs1050828	19112496;20194698
rs4646427	escitalopram	23859573
rs4646427	paroxetine	21121774
rs36210737	elexacaftor / tezacaftor / ivacaftor	37920361
rs12960	docetaxel	20038957
rs12960	thalidomide	20038957
rs2177735	cyclosporine	25425682
rs2177735	methotrexate	25425682
rs11678615	febuxostat	27798726
rs11678615	allopurinol	27798726
rs10279545	aspirin	21086123
rs363338	opioids	30983500
rs2717162	bupropion	22373943
rs4630	thalidomide	21435719
rs12654264	hmg coa reductase inhibitors	20403997
rs1521470	lithium	29121268
rs4148412	morphine-3-glucuronide	26810133
rs4148412	morphine	26810133
naloxone	rs4680	35710811
naloxone	rs1799971	11751037;12627468;16123758;18004207;35710811
sulfanilamide	G6PD deficiency	10793824;6021320
rs731236	clodronate	19020788
rs731236	calcium	15861036
rs731236	deferasirox	30651574
rs6961071	fentanyl	29502940
ranibizumab	rs2070296	26426212
ranibizumab	rs4073	26653034
ranibizumab	rs2010963	23953100
ranibizumab	rs3025000	23149126
ranibizumab	rs12138564	29852030
rs2061051	antipsychotics	21808285
rs2228478	desipramine	21052032
rs112563513	desflurane	16917943;19191329;19648156;21455645;23558838;23736090;24433488
rs112563513	caffeine	28403410
rs112563513	enflurane	16917943;19191329;19648156;21455645;23558838;23736090;24433488
rs112563513	halothane	16917943;19191329;19648156;21455645;23558838;23736090;24433488
rs112563513	isoflurane	16917943;19191329;19648156;21455645;23558838;23736090;24433488
rs112563513	methoxyflurane	16917943;19191329;19648156;21455645;23558838;23736090;24433488
rs112563513	sevoflurane	16917943;19191329;19648156;21455645;23558838;23736090;24433488
rs112563513	succinylcholine	16917943;19191329;19648156;21455645;23558838;23736090;24433488
rs11506105	peginterferon alfa-2a	28703131
rs11506105	peginterferon alfa-2b	28703131
rs11506105	ribavirin	28703131
rs10161126	alendronate	25223561
rs193922752	volatile anesthetics	26068069
rs193922752	succinylcholine	26068069
rs746071566	azathioprine	29210335;30048756;30728528;30806694
rs746071566	mercaptopurine	28659275;29210335;30048756;30728528;30806694
rs746071566	thioguanine	30806694
rs201500445	bupropion	38596098
rs201500445	efavirenz	38596098
rs4148155	allopurinol	30924126
rs6296	citalopram	27324805
rs4148396	methotrexate	18381794
rs2292997	fluorouracil	26352872
rs2292997	irinotecan	26352872
rs2292997	leucovorin	26352872
rs6475448	montelukast	26083242
rs12579720	hydrochlorothiazide	31327267
rs9824595	duloxetine	29407288
rs3761555	Selective serotonin reuptake inhibitors	23394390
rs3761555	venlafaxine	23394390
rs3761555	antidepressants	23394390
rs2072660	nicotine	20736995
rs3784864	methotrexate	26086825
rs3836790	cocaine	23340505
rs3836790	levodopa	25805645
rs3836790	methylphenidate	25805645
pitavastatin	rs717620	23007012
rs1969136524	efavirenz	39218044
rs1969136524	propofol	39218044
naltrexone	rs4654327	22954510
naltrexone	rs1800497	33236485
naltrexone	rs671	34680127
naltrexone	rs698	34680127
naltrexone	rs2066702	34680127
naltrexone	rs1611115	24724887
naltrexone	rs17134592	34728519
naltrexone	rs12749274	34302059
naltrexone	rs3829125	34728519
rs2189814	heroin	24498053
interferon beta-1a	rs4278350	27001119
interferon beta-1a	rs10494227	27001119
interferon beta-1a	rs12044852	25685741
interferon beta-1a	rs3133084	27001119
interferon beta-1a	rs760316	27001119
interferon beta-1a	rs9272105	21502966
interferon beta-1a	rs1448673	27001119
interferon beta-1a	rs4961252	21502966
interferon beta-1a	rs2291858	27001119
interferon beta-1a	rs10760397	27001119
interferon beta-1a	rs10819043	27001119
interferon beta-1a	rs2205986	30013178
interferon beta-1a	rs4774388	31649263
rs4910008	tocilizumab	27339827
rs2533200	ethanol	32451486
rs11584174	taxanes	30739312
rs28358572	aminoglycoside antibacterials	7550368
rs4877847	anthracyclines and related substances	21900104;23441093
rs17682789	sorafenib	35484400
rs11872992	clozapine	22310352
rs11872992	olanzapine	22310352
rs2826494	lithium	21961650
hormonal contraceptives for systemic use	rs6025	7968118;12069454;15208046;15946211;16769590;28750087;37734636;7968118
hormonal contraceptives for systemic use	rs1799853	28750087
hormonal contraceptives for systemic use	rs8176719	28750087
hormonal contraceptives for systemic use	rs2289252	28750087
hormonal contraceptives for systemic use	rs9574	28750087
hormonal contraceptives for systemic use	rs56392308	28750087
hormonal contraceptives for systemic use	rs4379368	28750087
hormonal contraceptives for systemic use	rs710446	28750087
rs115232898	fluorouracil	16361556;23588312;24037119;24107927;24388031;24648345
rs115232898	FOLFOX	33305610
rs115232898	capecitabine	
rs115232898	tegafur	
rs61733692	eslicarbazepine acetate	33446525
pegloticase	G6PD deficiency	26906307
Vitamin B-complex, Incl. Combinations	rs1801131	27035272;31058543
Vitamin B-complex, Incl. Combinations	rs1801133	27035272;27520898
rs8105790	peginterferon alfa-2a	19749757;21346780
rs8105790	peginterferon alfa-2b	19749757;21346780
rs8105790	ribavirin	19749757;21346780
rs74799832	pralsetinib	
rs4961252	interferon beta-1a	21502966
rs4961252	interferon beta-1b	21502966
rs2266782	itopride	25224784
rs2266782	teneligliptin	34512362
rs2266782	sulindac	28331852
rs144650170	eslicarbazepine acetate	33446525
rs747199	azathioprine	26332308
rs747199	mercaptopurine	26237184
rs747199	methotrexate	26237184
rs747199	paclitaxel	24361227
rs10917670	risperidone	18204343
rs4387287	atenolol	31327267
rs846910	tacrolimus	25587129
rs4451422	methotrexate	22450926
rs3917412	fluorouracil	24980946
rs3917412	oxaliplatin	24980946
rs3917412	capecitabine	24980946
rs3917412	leucovorin	24980946
rs1154461	ethanol	19193628
loxoprofen	rs6500265	29239905
loxoprofen	rs9933632	29239905
rs2600834	daunorubicin	26230641
rs2600834	doxorubicin	26230641
rs9389568	fluorouracil	29593529
rs9389568	cyclophosphamide	29593529
rs9389568	epirubicin	29593529
rs17645700	anthracyclines and related substances	21900104;23441093
rs1947275	methylphenidate	25989180
rs352428	escitalopram	23324805
rs352428	citalopram	23324805
rs639174	cyclophosphamide	24614921
rs639174	cytarabine	24614921
rs639174	daunorubicin	24614921
rs639174	mercaptopurine	24614921
rs639174	methotrexate	24614921
rs639174	prednisone	24614921
rs639174	vincristine	24614921
amisulpride	rs1079597	25679126
amisulpride	rs489693	22566560;23920449
amisulpride	rs17782313	23920449
amisulpride	rs10042486	22120873
amisulpride	rs2229109	29443543
amisulpride	rs3813928	20504252
amisulpride	rs3813929	20504252;21121776
amisulpride	rs7968606	28332719
amisulpride	rs3888190	28694205
amisulpride	rs1000940	28694205
amisulpride	rs498207	20504252
amisulpride	rs8636	28947383
rs672348	hmg coa reductase inhibitors	21868014
corr-4a	rs113993960	27214033
Proton pump inhibitors	rs3750425	27926584
Proton pump inhibitors	rs2274924	27926584
nelfinavir	rs4244285	16267764;25752914
rs1001179	ethanol	25514903
rs72631546	clavulanate	30664875
rs72631546	flucloxacillin	30664875
rs72631546	amoxicillin	30664875
rs1113193	FOLFIRI	31698983
rs3743078	nicotine	20886544
irinotecan	rs1056515	25069475
irinotecan	rs2661280	25069475
irinotecan	rs4655567	23478653
irinotecan	rs17376848	25782327
irinotecan	rs7977213	19696792
irinotecan	rs10841661	19696792
irinotecan	rs16950650	23478653
irinotecan	rs861539	17549067;18335219
irinotecan	rs2401863	18347181
irinotecan	rs8020368	23478653
irinotecan	rs1127648	25069475
irinotecan	rs9597	19859084
irinotecan	rs3743527	27845419
irinotecan	rs7186128	23478653
irinotecan	rs17287570	19696792
irinotecan	rs1979277	22044939
irinotecan	rs329007	25069475
irinotecan	rs45445694	16456808;21205745
irinotecan	rs1661167	22664479
irinotecan	rs1800469	27160286
irinotecan	rs2070959	23386248
irinotecan	rs2166219	23478653
irinotecan	rs7586110	18349289
irinotecan	rs11563250	25778466
irinotecan	rs11692021	12181437;19696792;23386248
irinotecan	rs17868323	18349289
irinotecan	rs2745761	22664479
irinotecan	rs6072262	18347181
irinotecan	rs225440	26352872
irinotecan	rs425215	21892003
irinotecan	rs1051266	24143213
irinotecan	rs562	21892003
irinotecan	rs2292997	26352872
irinotecan	rs3749438	26352872
irinotecan	rs10937158	26352872
irinotecan	rs11128347	22664479
irinotecan	rs1353295	23959273
irinotecan	rs2622604	19696792
irinotecan	rs7699188	24018773
irinotecan	rs9996584	23959273
irinotecan	rs11942466	23959273
irinotecan	rs13104811	23959273
irinotecan	rs2302273	25069475
irinotecan	rs699947	20125120;25955730
irinotecan	rs1570360	21844885
irinotecan	rs3025039	25955730
irinotecan	rs9351963	25127363
irinotecan	rs17574269	23478653
irinotecan	rs712829	23959273
irinotecan	rs712830	22486600
irinotecan	rs2018683	23478653
irinotecan	rs2032582	24018773
irinotecan	rs7779029	22664479
irinotecan	rs11979430	22664479
irinotecan	rs1517114	22664479
irinotecan	rs1799931	34911343
irinotecan	rs10934498	27116457
irinotecan	rs3087465	27160286
irinotecan	rs12720066	27845419
irinotecan	rs17501331	27845419
irinotecan	rs11574077	29706892
irinotecan	rs2233678	29925895
rs11788456	nicotine	20084518
codeine	rs1056836	35102242
codeine	rs3892097	19940985
codeine	rs1128503	22398969
codeine	CYP2D6 poor metabolizer	30784356
codeine	rs9620007	34061827
codeine	rs62436463	34061827
codeine	rs739296	34061827
codeine	rs1056837	35102242
dibekacin	rs267606618	
dibekacin	rs267606619	
dibekacin	rs267606617	
rs1042597	cyclosporine	20565459
rs1042597	raloxifene	27546373
rs141678782	simvastatin	30325262
lovastatin	rs662799	19530961;29695967
lovastatin	rs2291073	16103896
lovastatin	rs4363657	31342800
lovastatin	rs708272	16103896
lovastatin	rs688	16103896
lovastatin	rs5925	16103896
lovastatin	rs4823613	27967318
lovastatin	rs17238540	15199031;16103896;17563401;18261733;18332269;18815589
lovastatin	rs776746	15284534
lovastatin	rs35599367	20386561
rs910080	opioids	31510971
rs2242480	lenvatinib	36982571
rs2242480	teneligliptin	34512362
rs2242480	atorvastatin	18528690
rs2242480	haloperidol	23077486
rs2242480	warfarin	21692828
rs10515074	everolimus	28727815
rs7929521	daunorubicin	18451141
rs742105	clozapine	19369910
rs4805162	methylphenidate	29382897
rs193922816	desflurane	10484775;10612851;12411788;16163667;20681998;24433488;25611019;25989378;29608462
rs193922816	caffeine	16163667
rs193922816	enflurane	10484775;10612851;12411788;16163667;20681998;24433488;25611019;25989378;29608462
rs193922816	halothane	10484775;10612851;12411788;16163667;20681998;24433488;25611019;25989378;29608462
rs193922816	isoflurane	10484775;10612851;12411788;16163667;20681998;24433488;25611019;25989378;29608462
rs193922816	methoxyflurane	10484775;10612851;12411788;16163667;20681998;24433488;25611019;25989378;29608462
rs193922816	sevoflurane	10484775;10612851;12411788;16163667;20681998;24433488;25611019;25989378;29608462
rs193922816	succinylcholine	10484775;10612851;12411788;16163667;20681998;24433488;25611019;25989378;29608462
rs3732218	anastrozole	23371966
rs1643657	methotrexate	22450926
rs6700741	duloxetine	29407288
rs3129880	clavulanate	30664875
rs3129880	flucloxacillin	30664875
rs3129880	amoxicillin	30664875
rs76191705	escitalopram	29160301
rs76191705	citalopram	29160301
Iodine (131I) compounds	rs1800469	30430914
Iodine (131I) compounds	rs1800629	30430914
Iodine (131I) compounds	rs230493	30430914
Iodine (131I) compounds	rs620815	30430914
Iodine (131I) compounds	rs11212570	30430914
rs1049550	bevacizumab	21239504
rs9787901	imatinib	30237583
rs2289310	fluorouracil	25372392
rs2289310	capecitabine	25372392
rs694066	heroin	18518925
nemonapride	rs1799732	11505224;15694263;15830237;16513877;17105675;18926547;20194480;28673279;9858029;9918131
nemonapride	rs1800497	10823405;10862524
rs17650	warfarin	23208322
clomipramine	rs4244285	11763000
clomipramine	rs1080985	27800629
clomipramine	rs3892097	18070221
clomipramine	rs130058	21449676
clomipramine	rs1360780	15565110;17467808;18597649;19676097;20709156;21449676;23733030
clomipramine	rs2032582	21449676
clomipramine	CYP2D6 poor metabolizer	3582462
rs2274976	cyclosporine	25425682
rs9679162	fluorouracil	21635146;31611591
rs9679162	cisplatin	21635146;31611591
rs9679162	doxorubicin	26871639
rs9679162	mitoxantrone	21635146;31611591
rs1719247	hmg coa reductase inhibitors	23995691
rs1719247	simvastatin	23995691
rs777140014	pregnenolone	38580665
cocaine	rs1125394	21150907
cocaine	rs1803274	24312228
cocaine	rs6347	23340505
cocaine	rs3836790	23340505
cocaine	rs6454674	21790903
cocaine	rs11503014	22882391
cocaine	rs1799972	21070507
cocaine	rs495491	16476706
cocaine	rs62638690	23454283
cocaine	rs2236256	22882391
cocaine	rs524731	16476706
cocaine	rs3823010	16476706
cocaine	rs3778156	16476706
cocaine	rs9829896	26202629
cocaine	rs997917	34843875
cocaine	rs10111937	34843875
rs1933695	antipsychotics	17558307
rs878567	methamphetamine	19747927
rs11572080	amodiaquine	17361129;18855526
rs11572080	repaglinide	14534525
rs11716445	pravastatin	23166513
rs11716445	simvastatin	23166513
rs11710163	carboplatin	21636554
rs11710163	cisplatin	21636554
rs11710163	docetaxel	21636554
rs11710163	gemcitabine	21636554
rs11710163	paclitaxel	21636554
rs3918242	Antihypertensives	21769110
rs3918242	Methyldopa	21769110
rs3918242	ulinastatin	31192912
rs3918242	hydralazine	21769110
rs3918242	nifedipine	21769110
CYP2D6 poor metabolizer	aripiprazole	26514968
CYP2D6 poor metabolizer	atomoxetine	17242628;17698328
CYP2D6 poor metabolizer	o-desmethyltramadol	29555325
CYP2D6 poor metabolizer	citalopram	8451774;8835706
CYP2D6 poor metabolizer	clomipramine	3582462
CYP2D6 poor metabolizer	codeine	30784356
CYP2D6 poor metabolizer	donepezil	26952092
CYP2D6 poor metabolizer	fluoxetine	10208643;10755579;8941024
CYP2D6 poor metabolizer	pimozide	9951426
CYP2D6 poor metabolizer	risperidone	25042870;26514968
CYP2D6 poor metabolizer	timolol	7474246
CYP2D6 poor metabolizer	tramadol	30784356
rs11749255	Antihypertensives	30237584
rs11168293	warfarin	29298995
rs726501	gefitinib	21636554
rs726501	erlotinib	21636554
rs726501	carboplatin	21636554
rs726501	cisplatin	21636554
rs726501	docetaxel	21636554
rs726501	paclitaxel	21636554
rs10267099	atenolol	24116192
fenofibrate	rs1417938	18285551
fenofibrate	rs3091244	18285551
fenofibrate	rs964184	23119086
fenofibrate	rs2727786	19207029
